companyName,companyIndustry,recruitmentType,jobName,jobCity,jobPeopNum,releaseTime,companySize,companyType,positionCategory,jobURL
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习养生顾问-实习生-上海,上海,若干,2017-11-10,1000-9999人,民营,,//xiaoyuan.zhaopin.com/job/CC000117323J90000085000
东电化（中国）投资有限公司-无锡东电化兰达电子有限公司（上海）分公司,"电子技术/半导体/集成电路,其他",校园招聘,研发工程师,上海,10,2017-11-10,10000人以上,外商独资,软件研发工程师,//xiaoyuan.zhaopin.com/job/CC000129903J90000016000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,广告专员（2018校园招聘）,上海,1,2017-11-10,10000人以上,合资,平面设计,//xiaoyuan.zhaopin.com/job/CC000797532J90000219000
极优(上海)商贸有限公司 -极优(上海)商贸有限公司,"耐用消费品（服饰/纺织/皮革/家具/家电）,其他",校园招聘,未来国际化零售行业的经营者（店铺伙伴招聘）,上海,若干,2017-11-10,500-999人,外商独资,市场经理,//xiaoyuan.zhaopin.com/job/CC000126305J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,BMS软件开发工程师,上海,1,2017-11-10,500-999人,民营,软件研发工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000048000
东电化（中国）投资有限公司-东电化（上海）国际贸易有限公司,"电子技术/半导体/集成电路,其他",校园招聘,产品工程师,上海,10,2017-11-10,10000人以上,外商独资,软件工程师,//xiaoyuan.zhaopin.com/job/CC000129903J90000012000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,财务会计（2018校园招聘）,上海,3,2017-11-10,10000人以上,合资,会计/会计师,//xiaoyuan.zhaopin.com/job/CC000797532J90000130000
长江证券股份有限公司-上海分公司,基金/证券/期货/投资,校园招聘,分公司,上海,若干,2017-11-10,10000人以上,上市公司,其他,//xiaoyuan.zhaopin.com/job/CC000869979J90000051000
赢创工业集团-赢创工业集团,石油/石化/化工,校园招聘,Finance Trainee /财务培训生,上海,若干,2017-11-10,10000人以上,外商独资,培训生,//xiaoyuan.zhaopin.com/job/CC000865501J90000012000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,储备主任（2018校园招聘）,上海,2,2017-11-10,10000人以上,合资,促销主管/督导,//xiaoyuan.zhaopin.com/job/CC000797532J90000131000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,采销业务专员（2018校园招聘）,上海,2,2017-11-10,10000人以上,合资,渠道/分销专员,//xiaoyuan.zhaopin.com/job/CC000797532J90000004000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习营养顾问-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000009000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,营销储备干部,上海,若干,2017-11-10,1000-9999人,民营,储备干部,//xiaoyuan.zhaopin.com/job/CC000117323J90000158000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,培训专员（2018校园招聘）,上海,若干,2017-11-10,10000人以上,合资,培训专员/助理,//xiaoyuan.zhaopin.com/job/CC000797532J90000340000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,行政助理-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,行政专员/助理,//xiaoyuan.zhaopin.com/job/CC000117323J90000028000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习养生顾问-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000000000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,门店管理专员（2018校园招聘）,上海,1,2017-11-10,10000人以上,合资,营运主管,//xiaoyuan.zhaopin.com/job/CC000797532J90000132000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习中医调理师-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000019000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,新媒体传播专员,上海,1,2017-11-10,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000000000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,UX交互设计师（UE）,上海,2,2017-11-10,500-999人,民营,用户体验（UE/UX）设计,//xiaoyuan.zhaopin.com/job/CC000882586J90000021000
学而思-学而思,教育/培训/院校,校园招聘,STEM编程思维培训师,上海,若干,2017-11-10,10000人以上,上市公司,培训师/讲师,//xiaoyuan.zhaopin.com/job/CC000130430J90000489000
学而思-学而思,教育/培训/院校,校园招聘,小学语文教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000064000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,自动驾驶开发工程师,上海,5,2017-11-10,500-999人,民营,技术研发工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000050000
阳光城集团股份有限公司-阳光城集团股份有限公司,房地产/建筑/建材/工程,校园招聘,阳光控股-财务管培生,上海,30,2017-11-10,1000-9999人,上市公司,培训生,//xiaoyuan.zhaopin.com/job/CC000875632J90000024000
学而思-学而思,教育/培训/院校,校园招聘,初中数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000065000
学而思-学而思,教育/培训/院校,校园招聘,高中数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000069000
学而思-学而思,教育/培训/院校,校园招聘,小学英语教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000063000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,Knowledge Associate,上海,若干,2017-11-10,100-499人,民营,咨询项目管理,//xiaoyuan.zhaopin.com/job/CC000101778J90000004000
学而思-学而思,教育/培训/院校,校园招聘,初中物理教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000066000
学而思-学而思,教育/培训/院校,校园招聘,学前数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000061000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习养生顾问-实习生-上海,上海,若干,2017-11-10,1000-9999人,民营,,//xiaoyuan.zhaopin.com/job/CC000117323J90000085000
东电化（中国）投资有限公司-无锡东电化兰达电子有限公司（上海）分公司,"电子技术/半导体/集成电路,其他",校园招聘,研发工程师,上海,10,2017-11-10,10000人以上,外商独资,软件研发工程师,//xiaoyuan.zhaopin.com/job/CC000129903J90000016000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,广告专员（2018校园招聘）,上海,1,2017-11-10,10000人以上,合资,平面设计,//xiaoyuan.zhaopin.com/job/CC000797532J90000219000
极优(上海)商贸有限公司 -极优(上海)商贸有限公司,"耐用消费品（服饰/纺织/皮革/家具/家电）,其他",校园招聘,未来国际化零售行业的经营者（店铺伙伴招聘）,上海,若干,2017-11-10,500-999人,外商独资,市场经理,//xiaoyuan.zhaopin.com/job/CC000126305J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,BMS软件开发工程师,上海,1,2017-11-10,500-999人,民营,软件研发工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000048000
东电化（中国）投资有限公司-东电化（上海）国际贸易有限公司,"电子技术/半导体/集成电路,其他",校园招聘,产品工程师,上海,10,2017-11-10,10000人以上,外商独资,软件工程师,//xiaoyuan.zhaopin.com/job/CC000129903J90000012000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,财务会计（2018校园招聘）,上海,3,2017-11-10,10000人以上,合资,会计/会计师,//xiaoyuan.zhaopin.com/job/CC000797532J90000130000
长江证券股份有限公司-上海分公司,基金/证券/期货/投资,校园招聘,分公司,上海,若干,2017-11-10,10000人以上,上市公司,其他,//xiaoyuan.zhaopin.com/job/CC000869979J90000051000
赢创工业集团-赢创工业集团,石油/石化/化工,校园招聘,Finance Trainee /财务培训生,上海,若干,2017-11-10,10000人以上,外商独资,培训生,//xiaoyuan.zhaopin.com/job/CC000865501J90000012000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,储备主任（2018校园招聘）,上海,2,2017-11-10,10000人以上,合资,促销主管/督导,//xiaoyuan.zhaopin.com/job/CC000797532J90000131000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,采销业务专员（2018校园招聘）,上海,2,2017-11-10,10000人以上,合资,渠道/分销专员,//xiaoyuan.zhaopin.com/job/CC000797532J90000004000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习营养顾问-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000009000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,营销储备干部,上海,若干,2017-11-10,1000-9999人,民营,储备干部,//xiaoyuan.zhaopin.com/job/CC000117323J90000158000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,培训专员（2018校园招聘）,上海,若干,2017-11-10,10000人以上,合资,培训专员/助理,//xiaoyuan.zhaopin.com/job/CC000797532J90000340000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,行政助理-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,行政专员/助理,//xiaoyuan.zhaopin.com/job/CC000117323J90000028000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习养生顾问-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000000000
国美零售控股有限公司-华东大区,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",校园招聘,门店管理专员（2018校园招聘）,上海,1,2017-11-10,10000人以上,合资,营运主管,//xiaoyuan.zhaopin.com/job/CC000797532J90000132000
上海量健企业管理咨询服务有限公司-上海量健企业管理咨询服务有限公司,"专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务",校园招聘,见习中医调理师-应届生-上海,上海,若干,2017-11-10,1000-9999人,民营,营养师,//xiaoyuan.zhaopin.com/job/CC000117323J90000019000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,新媒体传播专员,上海,1,2017-11-10,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000000000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,UX交互设计师（UE）,上海,2,2017-11-10,500-999人,民营,用户体验（UE/UX）设计,//xiaoyuan.zhaopin.com/job/CC000882586J90000021000
学而思-学而思,教育/培训/院校,校园招聘,STEM编程思维培训师,上海,若干,2017-11-10,10000人以上,上市公司,培训师/讲师,//xiaoyuan.zhaopin.com/job/CC000130430J90000489000
学而思-学而思,教育/培训/院校,校园招聘,小学语文教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000064000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,自动驾驶开发工程师,上海,5,2017-11-10,500-999人,民营,技术研发工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000050000
阳光城集团股份有限公司-阳光城集团股份有限公司,房地产/建筑/建材/工程,校园招聘,阳光控股-财务管培生,上海,30,2017-11-10,1000-9999人,上市公司,培训生,//xiaoyuan.zhaopin.com/job/CC000875632J90000024000
学而思-学而思,教育/培训/院校,校园招聘,初中数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000065000
学而思-学而思,教育/培训/院校,校园招聘,高中数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000069000
学而思-学而思,教育/培训/院校,校园招聘,小学英语教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000063000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,Knowledge Associate,上海,若干,2017-11-10,100-499人,民营,咨询项目管理,//xiaoyuan.zhaopin.com/job/CC000101778J90000004000
学而思-学而思,教育/培训/院校,校园招聘,初中物理教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000066000
学而思-学而思,教育/培训/院校,校园招聘,学前数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000061000
学而思-学而思,教育/培训/院校,校园招聘,高中物理教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000070000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,行业咨询助理,上海,若干,2017-11-10,100-499人,民营,咨询项目管理,//xiaoyuan.zhaopin.com/job/CC000101778J90000000000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,产品规划专员,上海,1,2017-11-10,500-999人,民营,产品管理,//xiaoyuan.zhaopin.com/job/CC000882586J90000002000
学而思-学而思,教育/培训/院校,校园招聘,初中化学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000067000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,UX交互设计师（UI）,上海,4,2017-11-10,500-999人,民营,用户体验（UE/UX）设计,//xiaoyuan.zhaopin.com/job/CC000882586J90000020000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,行业研究助理,上海,若干,2017-11-10,100-499人,民营,调研员,//xiaoyuan.zhaopin.com/job/CC000101778J90000016000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,整车控制系统开发工程师,上海,1,2017-11-10,500-999人,民营,系统工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000049000
学而思-学而思,教育/培训/院校,校园招聘,小班教师、辅导教师、在线教师,上海,若干,2017-11-10,10000人以上,上市公司,培训师/讲师,//xiaoyuan.zhaopin.com/job/CC000130430J90000007000
学而思-学而思,教育/培训/院校,校园招聘,STEM编程思维产品设计师,上海,若干,2017-11-10,10000人以上,上市公司,教育产品开发,//xiaoyuan.zhaopin.com/job/CC000130430J90000493000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,项目助理,上海,若干,2017-11-10,100-499人,民营,咨询项目管理,//xiaoyuan.zhaopin.com/job/CC000101778J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,新媒体运营专员,上海,1,2017-11-10,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000005000
学而思-学而思,教育/培训/院校,校园招聘,高中化学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000071000
学而思-学而思,教育/培训/院校,校园招聘,小学数学教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000062000
上海孚厘金融信息服务有限公司-2018校园招聘,基金/证券/期货/投资,校园招聘,法务,上海,1,2017-11-10,100-499人,民营,储备干部,//xiaoyuan.zhaopin.com/job/CC000944585J90000022000
学而思-学而思,教育/培训/院校,校园招聘,初中英语教师,上海,若干,2017-11-10,10000人以上,上市公司,小学教师,//xiaoyuan.zhaopin.com/job/CC000130430J90000068000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,企业传播专员,上海,2,2017-11-10,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000001000
长江证券股份有限公司-上海福州路证券营业部,基金/证券/期货/投资,校园招聘,营业部,上海,若干,2017-11-10,10000人以上,上市公司,其他,//xiaoyuan.zhaopin.com/job/CC000869979J90000069000
长江证券股份有限公司-上海分公司,基金/证券/期货/投资,校园招聘,营业部,上海,若干,2017-11-09,10000人以上,上市公司,其他,//xiaoyuan.zhaopin.com/job/CC000869979J90000052000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,UX用户研究（User Research）,上海,2,2017-11-09,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000022000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,数据运营专员,上海,2,2017-11-09,500-999人,民营,数据运营,//xiaoyuan.zhaopin.com/job/CC000882586J90000011000
中国国际航空股份有限公司-中国国际航空公司-华东营销中心2017年11月销售服务员岗位招聘,交通/运输,校园招聘,中国国际航空公司-华东营销中心2017年11月销售服务员岗位招聘,上海,若干,2017-11-09,10000人以上,国企,销售代表,//xiaoyuan.zhaopin.com/job/CC000128686J90000595000
泰康养老保险股份有限公司-泰康养老股份有限公司上海分公司,保险,校园招聘,BBC支持部-业务支持岗,上海,1,2017-11-09,500-999人,国企,保险内勤,//xiaoyuan.zhaopin.com/job/CC000932979J90000013000
华润万家有限公司-华润万家JV华东（Tesco乐购）,其他,校园招聘,生鲜商品部管培生,上海,1,2017-11-09,10000人以上,国企,采购经理/主管,//xiaoyuan.zhaopin.com/job/CC000865617J90000078000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,配件和物流运营专员,上海,2,2017-11-09,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000015000
广州普邦园林股份有限公司-广州普邦园林股份有限公司,农/林/牧/渔,校园招聘,高级会计,上海,1,2017-11-09,1000-9999人,上市公司,储备干部,//xiaoyuan.zhaopin.com/job/CC000878056J90000004000
华润万家有限公司-华润万家JV华东（Tesco乐购）,其他,校园招聘,食品部管培生,上海,2,2017-11-09,10000人以上,国企,培训生,//xiaoyuan.zhaopin.com/job/CC000865617J90000083000
神州优车股份有限公司-管理培训生岗,交通/运输,校园招聘,管理培训生岗-上海,上海,若干,2017-11-09,1000-9999人,民营,储备干部,//xiaoyuan.zhaopin.com/job/CC000833050J90000007000
泰康养老保险股份有限公司-泰康养老股份有限公司上海分公司,保险,校园招聘,技术支持部-优才岗,上海,1,2017-11-09,500-999人,国企,保险内勤,//xiaoyuan.zhaopin.com/job/CC000932979J90000014000
华润万家有限公司-华润万家JV华东（Tesco乐购）,其他,校园招聘,非食品部管培生,上海,2,2017-11-09,10000人以上,国企,培训生,//xiaoyuan.zhaopin.com/job/CC000865617J90000084000
华润万家有限公司-华润万家JV华东（Tesco乐购）,其他,校园招聘,营运部管培生,上海,5,2017-11-09,10000人以上,国企,培训生,//xiaoyuan.zhaopin.com/job/CC000865617J90000082000
泰康养老保险股份有限公司-泰康养老股份有限公司上海分公司,保险,校园招聘,健康险部-优才岗,上海,1,2017-11-09,500-999人,国企,保险内勤,//xiaoyuan.zhaopin.com/job/CC000932979J90000015000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,商务拓展专员,上海,1,2017-11-09,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000003000
华润万家有限公司-华润万家JV华东（Tesco乐购）,其他,校园招聘,信息部管理培训生,上海,1,2017-11-09,10000人以上,国企,培训生,//xiaoyuan.zhaopin.com/job/CC000865617J90000123000
广州普邦园林股份有限公司-广州普邦园林股份有限公司,农/林/牧/渔,校园招聘,分公司总经理助理,上海,1,2017-11-09,1000-9999人,上市公司,总裁助理/总经理助理,//xiaoyuan.zhaopin.com/job/CC000878056J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,外饰设计师,上海,4,2017-11-08,500-999人,民营,车身设计工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000018000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,内饰设计师,上海,4,2017-11-08,500-999人,民营,车身设计工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000019000
上海燃气(集团)有限公司-上海燃气2018校园招聘,能源/矿产/采掘/冶炼,校园招聘,企业管理,上海,6,2017-11-08,10000人以上,国企,部门/事业部管理,//xiaoyuan.zhaopin.com/job/CC000119641J90000003000
上海燃气(集团)有限公司-上海燃气2018校园招聘,能源/矿产/采掘/冶炼,校园招聘,工程审计,上海,5,2017-11-08,10000人以上,国企,审计经理/主管,//xiaoyuan.zhaopin.com/job/CC000119641J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,经销商索赔专员,上海,1,2017-11-08,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000016000
乐竞文化传媒(上海)有限公司-乐竞文化传媒(上海)有限公司,媒体/出版/影视/文化传播,校园招聘,项目管理,上海,若干,2017-11-08,500-999人,国企,项目专员/助理,//xiaoyuan.zhaopin.com/job/CC000105395J90000006000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,前期设计研究,上海,2,2017-11-08,500-999人,民营,车身设计工程师,//xiaoyuan.zhaopin.com/job/CC000882586J90000017000
上海燃气(集团)有限公司-上海燃气2018校园招聘,能源/矿产/采掘/冶炼,校园招聘,信息管理,上海,4,2017-11-08,10000人以上,国企,其他,//xiaoyuan.zhaopin.com/job/CC000119641J90000002000
乐竞文化传媒(上海)有限公司-乐竞文化传媒(上海)有限公司,媒体/出版/影视/文化传播,校园招聘,管培生,上海,若干,2017-11-08,500-999人,国企,总编/副总编,//xiaoyuan.zhaopin.com/job/CC000105395J90000001000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,非生产性采购助理工程师（市场营销方向）,上海,2,2017-11-08,500-999人,民营,汽车工程项目管理,//xiaoyuan.zhaopin.com/job/CC000882586J90000045000
乐竞文化传媒(上海)有限公司-乐竞文化传媒(上海)有限公司,媒体/出版/影视/文化传播,校园招聘,节目编导（可实习）,上海,若干,2017-11-08,500-999人,国企,导演/编导,//xiaoyuan.zhaopin.com/job/CC000105395J90000000000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,数据分析专员,上海,1,2017-11-08,500-999人,民营,数据运营,//xiaoyuan.zhaopin.com/job/CC000882586J90000009000
上海燃气(集团)有限公司-上海燃气2018校园招聘,能源/矿产/采掘/冶炼,校园招聘,燃气专业储备人才,上海,25,2017-11-08,10000人以上,国企,储备干部,//xiaoyuan.zhaopin.com/job/CC000119641J90000000000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,网点开拓专员,上海,1,2017-11-08,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000004000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,非生产性采购助理工程师（信息化方向）,上海,1,2017-11-08,500-999人,民营,汽车工程项目管理,//xiaoyuan.zhaopin.com/job/CC000882586J90000046000
心动网络股份有限公司-技术开发类,"计算机软件,网络游戏",校园招聘,Golang开发工程师（JustFire）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000001000
心动网络股份有限公司-游戏策划类,"计算机软件,网络游戏",校园招聘,文案策划（仙境传说RO）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000029000
心动网络股份有限公司-游戏策划类,"计算机软件,网络游戏",校园招聘,系统策划（JustFire）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000027000
心动网络股份有限公司-产品运营类,"计算机软件,网络游戏",校园招聘,手游运营专员（推广方向）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000024000
心动网络股份有限公司-技术开发类,"计算机软件,网络游戏",校园招聘,Unity3D开发工程师（仙境传说RO/JustFire/沙盒类）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000006000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,培训专员,上海,1,2017-11-08,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000882586J90000014000
凯盛融英信息科技(上海)有限公司 -凯盛融英信息科技（上海）有限公司,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",校园招聘,KA,上海,若干,2017-11-08,100-499人,民营,咨询项目管理,//xiaoyuan.zhaopin.com/job/CC000101778J90000003000
心动网络股份有限公司-游戏美术类,"计算机软件,网络游戏",校园招聘,游戏美术设计师,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000020000
心动网络股份有限公司-技术开发类,"计算机软件,网络游戏",校园招聘,网站研发工程师,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000009000
心动网络股份有限公司-技术开发类,"计算机软件,网络游戏",校园招聘,C++后端开发工程师（仙境传说RO）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000005000
心动网络股份有限公司-产品运营类,"计算机软件,网络游戏",校园招聘,手游运营专员（自媒体方向）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000023000
心动网络股份有限公司-技术开发类,"计算机软件,网络游戏",校园招聘,Android开发工程师（TapTap）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000013000
心动网络股份有限公司-游戏策划类,"计算机软件,网络游戏",校园招聘,数值策划（仙境传说RO）,上海,若干,2017-11-08,1000-9999人,股份制企业,实习生,//xiaoyuan.zhaopin.com/job/CC000810240J90000030000
